Nose_x,Nose_y,LeftEye_x,LeftEye_y,RightEye_x,RightEye_y,LeftEar_x,LeftEar_y,RightEar_x,RightEar_y,LeftShoulder_x,LeftShoulder_y,RightShoulder_x,RightShoulder_y,LeftElbow_x,LeftElbow_y,RightElbow_x,RightElbow_y,LeftWrist_x,LeftWrist_y,RightWrist_x,RightWrist_y,LeftHip_x,LeftHip_y,RightHip_x,RightHip_y,LeftKnee_x,LeftKnee_y,RightKnee_x,RightKnee_y,LeftAnkle_x,LeftAnkle_y,RightAnkle_x,RightAnkle_y,IsArmStretch,IsLegStretch,IsLegClose,IsKneeStop,IsChinOver,PullUpCount,TryCount
311.1393,354.33725,324.77213,349.79297,302.05078,349.79297,342.94922,377.0586,288.41797,377.0586,374.75912,417.95703,261.15234,417.95703,442.9232,390.6914,197.53255,381.60287,447.46744,313.4388,211.16536,304.35025,365.67056,581.5508,292.96225,581.5508,361.1263,740.6003,297.5065,740.6003,356.58203,872.3841,302.05078,881.47266,0.0,1.0,1.0,1.0,0.0,1.0,1
310.92773,365.48242,324.81445,360.85352,301.66992,360.85352,343.33008,383.99805,287.7832,383.99805,375.73242,430.2871,260.00977,425.6582,440.5371,393.25586,195.20508,383.99805,449.79492,314.56445,209.0918,305.30664,361.8457,592.2988,292.4121,592.2988,366.4746,749.68164,297.04102,749.68164,357.2168,879.291,306.29883,883.9199,0.0,1.0,1.0,1.0,0.0,1.0,1
311.71616,375.96616,325.85678,366.53906,302.28906,371.2526,344.71094,390.10678,288.14844,390.10678,377.70572,432.52866,264.58072,437.2422,443.6953,394.8203,203.30469,385.39322,448.40884,314.6901,212.73177,305.26303,363.5651,602.2161,292.86197,602.2161,363.5651,753.0495,297.57553,757.763,358.85156,894.45575,302.28906,889.7422,0.0,1.0,1.0,1.0,0.0,1.0,1
311.93945,389.52542,321.5879,379.87698,302.29102,389.52542,345.70898,403.99808,287.81836,403.99808,379.47852,447.41605,263.69727,447.41605,437.36914,389.52542,205.80666,389.52542,442.19336,312.33792,210.63087,307.5137,360.18164,611.43945,287.81836,611.43945,365.00586,770.6387,297.4668,770.6387,365.00586,910.541,307.11523,905.7168,0.0,1.0,1.0,1.0,0.0,1.0,1
312.22787,395.8294,322.04556,386.0117,297.5013,390.92056,346.58984,405.64713,287.6836,410.55597,376.04297,449.8268,263.1393,454.73566,434.94922,390.92056,209.14192,390.92056,444.76694,312.37888,209.14192,307.47003,361.3164,616.72784,287.6836,616.72784,366.22525,778.7201,297.5013,778.7201,366.22525,906.3503,307.319,916.16797,0.0,1.0,1.0,1.0,0.0,1.0,1
313.04883,399.92773,323.00977,394.94727,303.0879,394.94727,342.93164,409.88867,288.14648,414.86914,372.81445,449.73242,263.24414,459.69336,432.58008,394.94727,208.45898,394.94727,447.52148,315.25977,213.43945,305.29883,362.85352,629.0293,288.14648,624.0488,362.85352,783.4238,298.10742,783.4238,362.85352,912.916,308.06836,907.93555,0.0,1.0,1.0,1.0,0.0,1.0,1
312.90234,401.64453,322.98047,396.60547,302.82422,396.60547,343.13672,416.76172,282.66797,416.76172,373.3711,457.07422,262.51172,462.11328,428.80078,391.5664,212.1211,396.60547,443.91797,315.98047,212.1211,305.90234,363.29297,633.4414,287.70703,633.4414,363.29297,789.65234,297.78516,789.65234,363.29297,915.6289,307.86328,915.6289,0.0,1.0,1.0,1.0,0.0,1.0,1
311.5,413.5,321.5,403.5,301.5,403.5,341.5,428.5,286.5,428.5,371.5,458.5,266.5,468.5,426.5,393.5,216.5,393.5,446.5,318.5,216.5,308.5,361.5,638.5,286.5,633.5,361.5,803.5,301.5,798.5,366.5,933.5,306.5,933.5,0.0,1.0,1.0,1.0,0.0,1.0,1
312.38608,415.92642,322.4772,410.88086,302.29492,410.88086,342.65952,431.06314,287.1582,431.06314,372.93295,461.33658,266.97592,471.42773,423.38867,390.69858,216.52019,395.74414,443.57095,315.01498,216.52019,309.9694,362.8418,642.97723,287.1582,637.93164,362.8418,804.43555,297.24936,804.43555,362.8418,925.5293,307.34048,935.6204,0.0,1.0,1.0,1.0,0.0,1.0,1
312.33725,422.60287,322.46744,412.47266,302.20703,412.47266,342.72787,432.73306,287.01172,432.73306,373.1185,463.1237,266.7513,473.2539,423.76953,387.14713,221.16536,392.21225,444.02994,316.2357,216.10027,311.17056,362.98828,645.46747,281.94662,645.46747,362.98828,807.5508,297.14194,807.5508,362.98828,934.1784,307.27213,944.3086,1.0,1.0,1.0,1.0,0.0,1.0,1
310.28842,423.23373,320.45767,418.14908,300.11914,418.14908,345.88086,433.40298,284.86523,433.40298,371.30405,468.99545,264.5267,474.08008,422.1504,387.64127,218.76497,397.81055,442.48892,316.4564,213.68034,311.37173,361.13477,652.0423,284.86523,652.0423,361.13477,814.7507,300.11914,814.7507,361.13477,936.7819,305.20377,946.9512,1.0,1.0,1.0,1.0,0.0,1.0,1
309.69077,429.61914,319.93814,424.49545,299.44336,424.49545,345.55664,439.86655,284.07227,439.86655,371.17514,470.60873,263.57748,480.8561,417.28842,388.62955,222.58789,398.87695,442.9069,316.8978,212.3405,311.77408,360.92773,655.0618,284.07227,660.18555,366.05142,819.0202,299.44336,824.14386,360.92773,936.86523,309.69077,957.36005,1.0,1.0,1.0,1.0,0.0,1.0,1
309.64194,430.26953,319.92838,425.1263,299.35547,425.1263,345.64453,440.556,283.92578,440.556,371.3607,471.41537,263.35287,481.7018,417.64975,389.1237,222.20703,394.26694,438.22266,317.1185,211.92058,311.97525,361.07422,666.8581,283.92578,666.8581,366.21744,821.15497,299.35547,826.29816,366.21744,934.30597,314.78516,954.8789,1.0,1.0,1.0,1.0,0.0,1.0,2
309.6582,431.05273,319.93164,425.91602,299.38477,425.91602,345.61523,441.32617,289.11133,446.4629,371.29883,477.2832,263.42773,482.41992,412.39258,389.95898,222.33398,400.23242,438.07617,318.04492,212.06055,312.9082,361.0254,667.3418,283.9746,672.4785,361.0254,821.44336,299.38477,826.5801,361.0254,939.5879,309.6582,960.13477,1.0,1.0,1.0,1.0,0.0,1.0,2
314.79492,436.18945,325.06836,431.05273,299.38477,431.05273,345.61523,446.4629,283.9746,446.4629,366.1621,477.2832,263.42773,482.41992,412.39258,389.95898,222.33398,400.23242,438.07617,318.04492,212.06055,312.9082,361.0254,672.4785,283.9746,672.4785,361.0254,821.44336,299.38477,826.5801,361.0254,944.7246,309.6582,960.13477,1.0,1.0,1.0,1.0,0.0,1.0,2
315.76562,443.01562,326.07812,432.70312,300.29688,432.70312,346.70312,448.17188,284.82812,448.17188,357.01562,484.26562,264.20312,484.26562,413.73438,396.60938,228.10938,406.92188,439.51562,319.26562,212.64062,314.10938,362.17188,680.2031,284.82812,680.2031,362.17188,824.5781,300.29688,829.7344,362.17188,943.1719,310.60938,963.7969,1.0,1.0,1.0,1.0,0.0,1.0,2
315.7754,443.78583,326.07486,433.48636,300.32617,433.48636,346.67383,448.93558,284.87695,448.93558,362.12305,484.98373,264.27798,484.98373,413.62042,397.43817,228.22983,407.73764,439.36914,320.19208,212.78061,315.04236,362.12305,675.5241,284.87695,680.6738,362.12305,830.01624,300.32617,835.166,362.12305,948.46027,310.62564,963.9095,1.0,1.0,1.0,1.0,0.0,1.0,2
316.2754,444.78583,326.57486,434.48636,300.82617,434.48636,347.17383,449.93558,285.37695,449.93558,362.62305,485.98373,264.77798,485.98373,408.9707,393.28842,223.5801,403.58792,434.7194,321.19208,213.28061,316.04236,362.62305,676.5241,285.37695,681.6738,362.62305,825.8665,295.67642,831.01624,362.62305,949.46027,305.97592,959.75977,1.0,1.0,1.0,1.0,0.0,1.0,2
312.14194,444.556,327.57162,434.26953,301.85547,434.26953,348.14453,454.84244,286.42578,449.69922,363.57422,485.7018,265.85287,485.7018,415.0065,398.26694,229.85027,408.55338,435.57944,326.26172,214.42058,315.97525,363.57422,676.0013,286.42578,676.0013,358.431,830.29816,296.71225,835.4414,363.57422,953.73566,306.9987,958.8789,1.0,1.0,1.0,1.0,0.0,1.0,2
314.86328,440.6263,325.04556,430.444,304.681,435.53516,345.41016,445.71744,289.40756,450.8086,365.77475,486.44662,263.9518,486.44662,411.59506,404.98828,228.3138,404.98828,437.05078,328.6211,213.04036,318.4388,360.6836,669.72784,284.3164,669.72784,360.6836,822.4622,294.4987,827.5534,360.6836,939.5586,304.681,949.7409,1.0,1.0,1.0,1.0,0.0,1.0,2
314.37305,435.31836,324.54233,430.23373,304.20377,430.23373,349.96548,445.48764,288.94986,445.48764,370.30405,481.08008,263.5267,486.1647,416.06577,404.81055,227.93425,404.81055,436.4043,328.54102,212.68034,318.37173,360.13477,659.0423,283.86523,659.0423,360.13477,821.7507,294.03452,816.666,360.13477,938.69727,304.20377,948.8665,1.0,1.0,1.0,1.0,0.0,1.0,2
314.06836,426.02798,323.9772,421.07358,304.15952,421.07358,343.79492,440.89127,289.29623,445.8457,373.52148,475.57227,264.52408,480.5267,418.11133,401.25586,224.88867,406.2103,437.92905,326.93945,214.97981,321.98502,363.61264,648.97723,284.3418,648.97723,363.61264,807.51886,294.25064,807.51886,363.61264,926.4251,299.20508,941.2884,1.0,1.0,1.0,1.0,0.0,1.0,2
314.2832,421.4017,328.7168,416.59048,304.6608,416.59048,347.96158,431.02408,285.41602,431.02408,376.82877,474.32486,266.17123,474.32486,420.12955,406.9681,222.87044,406.9681,439.37436,325.17773,213.24805,320.36655,362.39517,637.9056,285.41602,637.9056,362.39517,801.4863,290.2272,801.4863,362.39517,916.9551,299.8496,931.3887,1.0,1.0,1.0,1.0,0.0,1.0,2
317.08594,407.0547,326.3047,397.83594,303.2578,402.4453,349.35156,416.27344,289.4297,416.27344,377.0078,462.3672,266.3828,462.3672,427.71094,407.0547,220.28906,402.4453,436.9297,328.6953,211.07031,324.08594,363.1797,623.6953,289.4297,619.08594,367.78906,775.8047,294.03906,780.41406,358.5703,886.4297,294.03906,904.8672,0.0,1.0,1.0,1.0,0.0,1.0,2
311.20444,392.82944,324.75912,388.3112,302.16797,388.3112,347.35025,406.38412,288.61328,410.90234,374.45963,451.5664,266.02213,460.60287,428.67838,415.42056,211.80339,406.38412,442.23306,329.57422,211.80339,325.056,360.90494,614.22266,288.61328,609.7044,365.4232,758.80597,288.61328,763.3242,351.8685,880.79816,288.61328,894.35284,0.0,1.0,1.0,1.0,0.0,1.0,2
315.28125,386.3229,328.71875,377.3646,301.84375,377.3646,346.6354,404.2396,288.40625,399.7604,373.5104,444.5521,261.53125,449.03125,431.7396,413.1979,207.78125,404.2396,440.6979,332.5729,207.78125,323.6146,360.0729,601.32294,288.40625,601.32294,364.5521,753.61456,292.8854,753.61456,355.59375,870.07294,288.40625,887.98956,0.0,1.0,1.0,1.0,0.0,1.0,2
314.88867,372.28842,328.11133,367.88086,306.07358,367.88086,345.74155,389.9186,288.44336,389.9186,372.18686,433.99414,261.99805,438.4017,433.89258,411.9564,204.69987,403.14127,438.30014,337.02798,209.10742,328.2129,358.9642,588.2585,288.44336,583.8509,367.7793,742.52277,288.44336,742.52277,354.55664,861.5267,288.44336,874.7493,0.0,1.0,1.0,1.0,0.0,1.0,2
314.64258,347.32227,327.35742,343.08398,301.92773,343.08398,344.31055,368.51367,289.2129,364.2754,369.74023,410.89648,268.02148,415.13477,433.31445,410.89648,200.20898,406.6582,441.79102,334.60742,208.68555,330.36914,357.0254,559.2363,289.2129,563.4746,365.50195,724.5293,289.2129,716.05273,352.7871,851.67773,284.9746,860.1543,0.0,1.0,1.0,1.0,0.0,1.0,2
314.78906,334.0703,327.21094,329.9297,302.3672,329.9297,343.77344,358.91406,285.8047,354.77344,372.7578,400.3203,269.2422,408.60156,439.0078,412.7422,202.99219,408.60156,439.0078,338.21094,207.13281,329.9297,360.33594,549.3828,289.9453,549.3828,364.47656,710.8672,289.9453,710.8672,352.0547,843.3672,285.8047,851.64844,0.0,1.0,1.0,1.0,0.0,1.0,2
310.8112,321.97787,323.03775,313.8268,302.66016,313.8268,343.41537,342.35547,286.35806,342.35547,376.01953,391.26172,265.98047,395.33725,437.15234,411.6393,204.84766,407.5638,441.22787,338.27994,208.92317,330.1289,359.71744,537.98047,290.4336,542.05597,363.79297,701.0013,290.4336,701.0013,351.5664,835.49347,286.35806,847.72003,0.0,1.0,1.0,1.0,0.0,1.0,2
306.3268,315.66016,318.47525,311.6107,302.27734,311.6107,342.77213,331.85806,290.1289,323.75912,375.16797,380.4518,265.83203,388.55078,435.91016,412.84766,201.04036,408.7982,439.95963,339.95703,209.13933,331.85806,358.97006,530.28253,290.1289,530.28253,363.01953,692.2617,290.1289,692.2617,354.92056,829.94403,286.07944,838.04297,0.0,1.0,1.0,1.0,0.0,1.0,2
315.0039,291.1862,326.9961,287.1888,303.01172,287.1888,342.9857,311.1732,287.02213,311.1732,378.96225,363.1393,263.03775,371.13412,438.9232,415.10547,203.07683,415.10547,442.92056,343.15234,203.07683,335.15756,358.97525,523.03516,291.01953,523.03516,362.97266,682.93097,291.01953,678.9336,354.97787,818.84247,291.01953,822.83984,0.0,1.0,1.0,1.0,1.0,1.0,2
314.41602,287.55273,326.58398,279.44077,302.24805,279.44077,342.80795,303.7767,286.02408,303.7767,375.25586,360.56055,261.68814,368.67252,436.0957,413.28842,204.9043,413.28842,440.1517,344.33658,204.9043,336.2246,359.0319,518.74414,290.08008,518.74414,363.0879,680.9837,294.13608,676.92773,354.97592,818.8874,290.08008,818.8874,0.0,1.0,1.0,1.0,1.0,1.0,2
310.8112,285.67578,327.11328,277.52475,302.66016,277.52475,343.41537,301.97787,286.35806,301.97787,376.01953,359.03516,261.90494,367.1862,433.0768,416.09244,204.84766,416.09244,441.22787,342.73306,204.84766,338.65756,359.71744,517.98047,290.4336,517.98047,359.71744,676.9258,294.50912,676.9258,351.5664,815.49347,290.4336,819.56903,0.0,1.0,1.0,1.0,1.0,1.0,2
311.29492,285.7168,323.54102,277.55273,299.04883,277.55273,343.95117,302.04492,286.80273,306.12695,376.60742,363.2754,262.31055,367.35742,429.67383,416.3418,205.16211,416.3418,441.91992,346.94727,205.16211,342.86523,360.2793,518.3926,286.80273,518.3926,360.2793,681.6738,294.9668,677.5918,352.11523,816.38086,290.88477,816.38086,0.0,1.0,1.0,1.0,1.0,1.0,2
309.95767,298.30664,322.00845,290.2728,301.92383,290.2728,342.0931,314.37436,285.8561,318.39127,378.24545,370.61133,261.75455,374.62827,438.49936,422.8314,201.50066,418.81445,438.49936,346.50977,205.51758,342.49283,358.1608,523.2546,289.87305,523.2546,362.17773,683.93164,293.88998,683.93164,350.12695,824.5241,293.88998,824.5241,0.0,1.0,1.0,1.0,1.0,1.0,2
310.03906,307.10156,321.9922,299.1328,298.08594,299.1328,341.91406,323.03906,286.1328,327.02344,377.77344,378.8203,262.22656,382.8047,441.52344,426.6328,198.47656,418.66406,441.52344,350.9297,206.44531,342.96094,357.85156,530.22656,290.1172,530.22656,361.83594,693.58594,294.10156,693.58594,349.8828,829.0547,294.10156,833.03906,0.0,1.0,1.0,1.0,1.0,2.0,2
304.5319,323.12436,320.49545,315.14258,296.55014,319.13345,344.44077,335.09702,284.57748,335.09702,376.36783,390.9694,264.62305,394.9603,440.22202,426.88736,192.78711,418.9056,440.22202,351.06055,204.75977,347.06967,360.4043,542.62305,288.56836,542.62305,360.4043,702.2585,292.55923,702.2585,352.42252,837.94855,292.55923,841.93945,0.0,1.0,1.0,1.0,1.0,2.0,2
303.8724,334.53906,320.01822,326.46616,295.79947,326.46616,340.20053,350.6849,287.72656,342.61197,372.4922,399.1224,259.47134,403.15884,441.11197,427.3776,190.85156,419.3047,441.11197,350.6849,206.99739,346.64844,356.34634,548.4714,287.72656,548.4714,360.3828,709.9297,291.76303,709.9297,352.3099,847.16925,295.79947,851.20575,0.0,1.0,1.0,1.0,0.0,2.0,2
306.06705,353.3301,318.58658,344.98376,297.7207,349.15692,339.45248,374.19598,285.20117,374.19598,368.6647,424.2741,260.1621,424.2741,439.6087,428.4473,193.39128,424.2741,435.43555,353.3301,205.91081,353.3301,356.14517,570.33527,285.20117,574.5085,360.31836,733.0892,293.54752,737.2623,356.14517,870.804,297.7207,874.9772,0.0,1.0,1.0,1.0,0.0,2.0,2
306.92056,367.7461,319.61588,359.28256,298.45703,359.28256,340.77475,388.90494,285.76172,384.6732,370.39713,435.45444,260.3711,435.45444,442.33725,431.22266,192.66277,426.99088,438.10547,359.28256,205.35808,355.05078,357.7018,587.79816,285.76172,587.79816,361.9336,744.3737,294.22525,744.3737,357.7018,879.79034,298.45703,888.2539,0.0,1.0,1.0,1.0,0.0,2.0,2
306.11133,380.3496,319.17773,371.63867,297.4004,375.99414,340.95508,397.77148,284.33398,397.77148,371.44336,445.68164,258.20117,445.68164,436.7754,432.61523,192.86914,428.25977,436.7754,362.92773,205.93555,354.2168,358.37695,598.12305,284.33398,606.834,362.73242,754.9199,293.04492,754.9199,358.37695,894.2949,297.4004,889.93945,0.0,1.0,1.0,1.0,0.0,2.0,2
304.9974,392.34116,318.20053,383.53906,296.1953,383.53906,340.20572,409.9453,278.59116,409.9453,366.61197,453.95572,256.58594,453.95572,432.6276,436.35156,190.57031,431.95053,437.02866,361.53384,203.77344,352.73178,357.8099,616.79425,287.39322,612.39325,362.21094,766.4297,291.79428,770.83075,357.8099,902.862,296.1953,907.263,0.0,1.0,1.0,1.0,0.0,2.0,2
303.17188,411.57816,316.76562,402.51566,294.10938,407.0469,334.89062,429.70316,280.51562,434.2344,371.14062,470.4844,253.32812,475.01566,430.04688,443.2969,189.89064,434.2344,434.57812,366.26566,203.48439,357.20316,353.01562,633.6094,285.04688,633.6094,362.07812,787.6719,289.57812,792.2031,362.07812,923.6094,298.64062,923.6094,0.0,1.0,1.0,1.0,0.0,2.0,2
303.9603,419.166,313.19205,414.5501,290.11264,419.166,331.6556,437.62955,276.26498,442.24542,368.58267,483.7884,253.18555,483.7884,433.20508,442.24542,193.17903,437.62955,433.20508,368.39124,202.4108,354.54358,354.73502,645.3444,285.49673,645.3444,363.9668,802.28455,294.72852,802.28455,359.35092,936.1452,294.72852,926.91345,0.0,1.0,1.0,1.0,0.0,2.0,2
304.21616,427.2526,313.64322,422.53906,290.07553,427.2526,337.21094,446.10678,275.9349,450.8203,370.20572,488.52866,252.36719,493.2422,431.48178,446.10678,195.80469,436.6797,436.1953,365.97656,205.23177,356.54947,351.35156,653.5026,285.36197,653.5026,365.4922,809.0495,290.07553,813.763,360.77866,950.45575,299.5026,941.0286,0.0,1.0,1.0,1.0,0.0,2.0,2
304.52084,435.02084,314.10416,430.22916,290.14584,430.22916,333.27084,454.1875,275.77084,458.97916,366.8125,497.3125,251.8125,497.3125,429.10416,444.60416,199.10417,444.60416,433.89584,367.9375,203.89583,363.14584,347.64584,660.2292,280.5625,660.2292,362.02084,818.3542,290.14584,818.3542,362.02084,947.7292,299.72916,952.5208,0.0,1.0,1.0,1.0,0.0,2.0,2
300.91016,451.1836,315.5586,446.30078,291.14453,451.1836,330.20703,465.83203,276.4961,465.83203,364.38672,504.89453,252.08203,509.77734,418.09766,451.1836,198.3711,446.30078,432.7461,377.9414,203.2539,363.29297,349.73828,670.91016,281.3789,675.79297,359.5039,832.04297,291.14453,836.9258,359.5039,958.9961,300.91016,968.7617,0.0,1.0,1.0,1.0,0.0,2.0,2
299.95444,454.8685,314.9935,454.8685,289.92838,454.8685,330.03256,469.90756,274.8893,469.90756,365.1237,510.01172,254.83723,515.0247,420.26694,449.85547,204.70703,454.8685,435.306,374.66016,204.70703,364.63412,350.08463,680.4544,279.90234,680.4544,360.1107,840.8711,289.92838,845.8841,360.1107,976.22266,299.95444,966.1966,0.0,1.0,1.0,1.0,0.0,2.0,2
300.24936,463.5983,315.4642,458.52667,290.1061,463.5983,330.67905,473.74152,274.89127,478.81314,366.18033,514.31445,254.60481,519.38605,416.89648,448.38345,208.96028,453.45505,432.11133,372.3092,203.88866,367.2376,350.96548,686.7493,279.9629,686.7493,361.10873,849.041,290.1061,854.1127,361.10873,980.903,300.24936,980.903,0.0,1.0,1.0,1.0,0.0,2.0,2
303.38608,468.88086,313.4772,463.8353,293.29492,463.8353,333.65952,484.01758,278.1582,489.06314,363.93295,519.3366,252.93034,524.38214,414.38867,448.69858,212.56575,453.74414,434.57095,378.06055,207.52019,367.9694,348.79623,695.93164,278.1582,695.93164,358.88736,857.38995,288.24936,857.38995,358.88736,988.5749,303.38608,993.6204,1.0,1.0,1.0,1.0,0.0,2.0,2
303.7396,479.7604,313.9479,469.55206,293.53125,469.55206,329.2604,495.0729,278.21875,495.0729,364.9896,525.6979,252.6979,530.80206,410.9271,449.1354,216.96873,459.34372,431.34375,377.67706,206.7604,367.46872,354.78125,709.44794,273.1146,709.44794,359.8854,872.78125,288.4271,872.78125,359.8854,1000.38544,303.7396,1005.4896,1.0,1.0,1.0,1.0,0.0,2.0,2
300.11264,481.9642,310.33398,476.85352,295.00195,471.74283,330.7767,497.29623,279.66992,502.4069,361.44077,533.071,259.2272,538.18164,407.43686,451.30014,218.3418,461.52148,427.87955,379.75064,208.12044,374.63998,346.10873,711.94464,274.55923,711.94464,356.33008,875.4863,289.89127,880.597,356.33008,1003.25323,300.11264,1003.25323,1.0,1.0,1.0,1.0,0.0,2.0,2
299.52148,488.91602,314.93164,478.64258,294.38477,478.64258,330.3418,499.18945,278.9746,504.32617,366.29883,530.00977,258.42773,540.2832,407.39258,452.95898,217.33398,458.0957,433.07617,381.04492,207.06055,370.77148,350.88867,714.93164,273.8379,720.06836,356.0254,879.30664,289.24805,884.44336,356.0254,1007.7246,299.52148,1007.7246,1.0,1.0,1.0,1.0,0.0,2.0,3
300.40756,490.96744,310.7461,485.7982,295.23828,485.7982,331.4232,501.306,279.73047,506.47525,357.26953,537.4909,259.05338,542.66016,408.96225,454.78256,217.69922,459.9518,429.6393,382.41275,207.36067,377.2435,352.10025,718.41534,274.5612,723.58466,352.10025,883.83203,290.069,883.83203,357.26953,1013.0638,295.23828,1007.89453,1.0,1.0,1.0,1.0,0.0,2.0,3
305.4629,497.6543,315.89258,492.43945,295.0332,492.43945,331.5371,508.08398,284.60352,513.2988,352.39648,544.5879,258.5293,549.80273,404.54492,455.93555,216.81055,461.1504,430.61914,388.14258,206.38086,377.7129,352.39648,727.1074,274.17383,727.1074,352.39648,888.7676,289.81836,893.9824,352.39648,1019.1387,295.0332,1013.9238,1.0,1.0,1.0,1.0,0.0,2.0,3
304.3815,498.73828,314.8763,493.49088,293.88672,493.49088,330.6185,509.23306,283.39194,514.48047,356.85547,545.96484,257.15494,551.2122,404.08203,456.75912,215.17578,467.2539,430.319,388.54297,204.68098,378.0482,351.60806,729.6237,278.14453,729.6237,351.60806,892.29297,288.6393,897.54034,351.60806,1023.47784,293.88672,1023.47784,1.0,1.0,1.0,1.0,0.0,2.0,3
304.93033,499.0879,315.38608,493.86002,294.4746,493.86002,331.06967,514.7715,284.0189,519.9993,351.9811,546.1387,257.87955,551.3665,404.25977,457.26498,216.05664,462.49283,430.39908,389.30273,205.6009,378.84702,346.75327,729.11395,273.56314,729.11395,351.9811,896.4056,284.0189,901.6335,351.9811,1021.8743,294.4746,1021.8743,1.0,1.0,1.0,1.0,0.0,2.0,3
304.8978,500.52148,315.37955,495.2806,294.41602,495.2806,331.1022,511.00327,283.93423,516.24414,357.30664,547.68945,257.72983,552.93036,404.4746,458.5944,215.80273,463.8353,430.67905,390.4629,205.32097,379.9811,346.82486,731.1204,278.69336,731.1204,352.06577,898.8288,283.93423,898.8288,352.06577,1019.36914,294.41602,1024.61,1.0,1.0,1.0,1.0,0.0,2.0,3
310.2754,501.48636,315.42514,496.3366,299.97592,496.3366,336.02408,511.78583,284.5267,516.93555,361.7728,547.834,258.77798,547.834,402.9707,460.28842,217.5801,465.43817,428.7194,388.19208,207.28061,383.04236,346.32358,728.0749,274.2272,728.0749,351.4733,892.8665,284.5267,892.8665,346.32358,1016.46027,294.82617,1016.46027,1.0,1.0,1.0,1.0,0.0,2.0,3
305.2233,502.18555,315.44467,491.9642,295.00195,497.07486,340.99805,512.4069,284.7806,512.4069,366.55142,548.18164,259.2272,548.18164,407.43686,461.30014,218.3418,471.52148,427.87955,394.86133,208.12044,384.63998,351.2194,727.05536,274.55923,727.05536,351.2194,890.597,284.7806,890.597,346.10873,1008.1426,289.89127,1013.25323,1.0,1.0,1.0,1.0,0.0,2.0,3
305.28842,497.23373,315.45767,492.14908,300.20377,492.14908,345.96548,507.40298,284.94986,507.40298,366.30405,542.9954,259.5267,548.0801,412.06577,461.64127,218.84961,471.81055,427.31967,395.54102,208.68034,385.37173,351.05014,720.9577,274.7806,720.9577,351.05014,883.666,284.94986,878.58136,345.96548,1000.6126,284.94986,1005.69727,1.0,1.0,1.0,1.0,0.0,2.0,3
304.96744,493.92056,314.9935,488.90756,299.95444,483.89453,345.07162,503.94662,289.92838,503.94662,370.13672,539.0378,259.85025,544.0508,410.24088,473.8685,219.7461,468.85547,430.29297,398.6732,209.72005,388.64713,355.09766,714.49347,279.90234,709.48047,350.08463,874.91016,284.91537,869.89716,345.07162,990.20966,284.91537,990.20966,1.0,1.0,1.0,1.0,0.0,2.0,3
